dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
BreastTissue.csv,0.2,0,KNeighborsClassifier,ENN,0.6363636363636364,1.6363636363636365,0.6363636363636364
BreastTissue.csv,0.2,1,KNeighborsClassifier,ENN,0.45454545454545453,2.3636363636363638,0.5454545454545454
BreastTissue.csv,0.2,2,KNeighborsClassifier,ENN,0.28831168831168835,5.363636363636363,0.36363636363636365
BreastTissue.csv,0.2,3,KNeighborsClassifier,ENN,0.19393939393939394,5.909090909090909,0.2727272727272727
BreastTissue.csv,0.2,4,KNeighborsClassifier,ENN,0.4761904761904762,0.7272727272727273,0.5454545454545454
BreastTissue.csv,0.2,5,KNeighborsClassifier,ENN,0.6883116883116883,1.0909090909090908,0.7272727272727273
BreastTissue.csv,0.2,6,KNeighborsClassifier,ENN,0.21428571428571433,3.1,0.3
BreastTissue.csv,0.2,7,KNeighborsClassifier,ENN,0.5142857142857143,4.2,0.6
BreastTissue.csv,0.2,8,KNeighborsClassifier,ENN,0.31999999999999995,3.8,0.4
BreastTissue.csv,0.2,9,KNeighborsClassifier,ENN,0.42666666666666664,2.6,0.5
BreastTissue.csv,0.2,0,KNeighborsClassifier,LSSm,0.5151515151515151,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.2,1,KNeighborsClassifier,LSSm,0.46147186147186153,2.3636363636363638,0.5454545454545454
BreastTissue.csv,0.2,2,KNeighborsClassifier,LSSm,0.23636363636363636,3.3636363636363638,0.2727272727272727
BreastTissue.csv,0.2,3,KNeighborsClassifier,LSSm,0.5064935064935064,3.727272727272727,0.5454545454545454
BreastTissue.csv,0.2,4,KNeighborsClassifier,LSSm,0.6969696969696971,0.8181818181818182,0.7272727272727273
BreastTissue.csv,0.2,5,KNeighborsClassifier,LSSm,0.3766233766233766,1.6363636363636365,0.45454545454545453
BreastTissue.csv,0.2,6,KNeighborsClassifier,LSSm,0.5933333333333333,2.1,0.7
BreastTissue.csv,0.2,7,KNeighborsClassifier,LSSm,0.03333333333333334,8.2,0.1
BreastTissue.csv,0.2,8,KNeighborsClassifier,LSSm,0.16,2.0,0.2
BreastTissue.csv,0.2,9,KNeighborsClassifier,LSSm,0.5399999999999999,2.0,0.6
BreastTissue.csv,0.2,0,KNeighborsClassifier,ENANE,0.5151515151515151,1.5454545454545454,0.5454545454545454
BreastTissue.csv,0.2,1,KNeighborsClassifier,ENANE,0.4727272727272727,3.090909090909091,0.5454545454545454
BreastTissue.csv,0.2,2,KNeighborsClassifier,ENANE,0.4848484848484848,4.181818181818182,0.5454545454545454
BreastTissue.csv,0.2,3,KNeighborsClassifier,ENANE,0.5090909090909091,1.0,0.5454545454545454
BreastTissue.csv,0.2,4,KNeighborsClassifier,ENANE,0.5004329004329003,1.6363636363636365,0.6363636363636364
BreastTissue.csv,0.2,5,KNeighborsClassifier,ENANE,0.20952380952380956,2.090909090909091,0.2727272727272727
BreastTissue.csv,0.2,6,KNeighborsClassifier,ENANE,0.44666666666666666,2.4,0.4
BreastTissue.csv,0.2,7,KNeighborsClassifier,ENANE,0.4666666666666667,1.7,0.5
BreastTissue.csv,0.2,8,KNeighborsClassifier,ENANE,0.13,4.3,0.2
BreastTissue.csv,0.2,9,KNeighborsClassifier,ENANE,0.6833333333333333,2.1,0.7
BreastTissue.csv,0.2,0,DecisionTreeClassifier,ENN,0.3792207792207792,3.0,0.45454545454545453
BreastTissue.csv,0.2,1,DecisionTreeClassifier,ENN,0.32727272727272727,0.9090909090909091,0.36363636363636365
BreastTissue.csv,0.2,2,DecisionTreeClassifier,ENN,0.37878787878787873,3.272727272727273,0.36363636363636365
BreastTissue.csv,0.2,3,DecisionTreeClassifier,ENN,0.5787878787878787,2.0,0.6363636363636364
BreastTissue.csv,0.2,4,DecisionTreeClassifier,ENN,0.25757575757575757,5.636363636363637,0.2727272727272727
BreastTissue.csv,0.2,5,DecisionTreeClassifier,ENN,0.5212121212121212,1.4545454545454546,0.5454545454545454
BreastTissue.csv,0.2,6,DecisionTreeClassifier,ENN,0.4333333333333333,1.4,0.5
BreastTissue.csv,0.2,7,DecisionTreeClassifier,ENN,0.42666666666666664,1.1,0.5
BreastTissue.csv,0.2,8,DecisionTreeClassifier,ENN,0.25,4.3,0.3
BreastTissue.csv,0.2,9,DecisionTreeClassifier,ENN,0.7666666666666666,0.2,0.8
BreastTissue.csv,0.2,0,DecisionTreeClassifier,LSSm,0.7575757575757577,0.45454545454545453,0.8181818181818182
BreastTissue.csv,0.2,1,DecisionTreeClassifier,LSSm,0.36363636363636365,2.0,0.36363636363636365
BreastTissue.csv,0.2,2,DecisionTreeClassifier,LSSm,0.2424242424242424,4.2727272727272725,0.2727272727272727
BreastTissue.csv,0.2,3,DecisionTreeClassifier,LSSm,0.6545454545454544,1.2727272727272727,0.7272727272727273
BreastTissue.csv,0.2,4,DecisionTreeClassifier,LSSm,0.17272727272727273,1.5454545454545454,0.2727272727272727
BreastTissue.csv,0.2,5,DecisionTreeClassifier,LSSm,0.3913419913419913,1.3636363636363635,0.45454545454545453
BreastTissue.csv,0.2,6,DecisionTreeClassifier,LSSm,0.6333333333333333,0.6,0.7
BreastTissue.csv,0.2,7,DecisionTreeClassifier,LSSm,0.4333333333333333,2.6,0.5
BreastTissue.csv,0.2,8,DecisionTreeClassifier,LSSm,0.6599999999999999,2.9,0.7
BreastTissue.csv,0.2,9,DecisionTreeClassifier,LSSm,0.55,0.4,0.6
BreastTissue.csv,0.2,0,DecisionTreeClassifier,ENANE,0.6580086580086579,0.5454545454545454,0.7272727272727273
BreastTissue.csv,0.2,1,DecisionTreeClassifier,ENANE,0.3939393939393939,2.0,0.36363636363636365
BreastTissue.csv,0.2,2,DecisionTreeClassifier,ENANE,0.43333333333333335,1.6363636363636365,0.45454545454545453
BreastTissue.csv,0.2,3,DecisionTreeClassifier,ENANE,0.4069264069264069,1.0,0.5454545454545454
BreastTissue.csv,0.2,4,DecisionTreeClassifier,ENANE,0.5212121212121212,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.2,5,DecisionTreeClassifier,ENANE,0.6181818181818182,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.2,6,DecisionTreeClassifier,ENANE,0.45999999999999996,1.1,0.5
BreastTissue.csv,0.2,7,DecisionTreeClassifier,ENANE,0.3333333333333333,1.8,0.4
BreastTissue.csv,0.2,8,DecisionTreeClassifier,ENANE,0.65,2.4,0.7
BreastTissue.csv,0.2,9,DecisionTreeClassifier,ENANE,0.4,2.0,0.4
BreastTissue.csv,0.2,0,GaussianNB,ENN,0.40043290043290036,2.3636363636363638,0.5454545454545454
BreastTissue.csv,0.2,1,GaussianNB,ENN,0.47878787878787876,2.0,0.5454545454545454
BreastTissue.csv,0.2,2,GaussianNB,ENN,0.35151515151515156,3.8181818181818183,0.45454545454545453
BreastTissue.csv,0.2,3,GaussianNB,ENN,0.3878787878787879,2.272727272727273,0.5454545454545454
BreastTissue.csv,0.2,4,GaussianNB,ENN,0.41558441558441556,1.0909090909090908,0.45454545454545453
BreastTissue.csv,0.2,5,GaussianNB,ENN,0.45194805194805193,1.5454545454545454,0.45454545454545453
BreastTissue.csv,0.2,6,GaussianNB,ENN,0.45999999999999996,1.1,0.5
BreastTissue.csv,0.2,7,GaussianNB,ENN,0.5142857142857142,0.7,0.6
BreastTissue.csv,0.2,8,GaussianNB,ENN,0.35,4.5,0.4
BreastTissue.csv,0.2,9,GaussianNB,ENN,0.5333333333333333,1.0,0.6
BreastTissue.csv,0.2,0,GaussianNB,LSSm,0.3181818181818182,1.5454545454545454,0.45454545454545453
BreastTissue.csv,0.2,1,GaussianNB,LSSm,0.5272727272727273,0.9090909090909091,0.6363636363636364
BreastTissue.csv,0.2,2,GaussianNB,LSSm,0.5242424242424243,3.4545454545454546,0.5454545454545454
BreastTissue.csv,0.2,3,GaussianNB,LSSm,0.4675324675324676,1.7272727272727273,0.5454545454545454
BreastTissue.csv,0.2,4,GaussianNB,LSSm,0.45194805194805193,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.2,5,GaussianNB,LSSm,0.1575757575757576,2.4545454545454546,0.18181818181818182
BreastTissue.csv,0.2,6,GaussianNB,LSSm,0.42666666666666664,0.8,0.5
BreastTissue.csv,0.2,7,GaussianNB,LSSm,0.1388888888888889,4.6,0.3
BreastTissue.csv,0.2,8,GaussianNB,LSSm,0.36,1.7,0.4
BreastTissue.csv,0.2,9,GaussianNB,LSSm,0.39333333333333337,1.4,0.5
BreastTissue.csv,0.2,0,GaussianNB,ENANE,0.1212121212121212,1.5454545454545454,0.18181818181818182
BreastTissue.csv,0.2,1,GaussianNB,ENANE,0.2323232323232323,2.727272727272727,0.2727272727272727
BreastTissue.csv,0.2,2,GaussianNB,ENANE,0.4095238095238095,4.090909090909091,0.45454545454545453
BreastTissue.csv,0.2,3,GaussianNB,ENANE,0.2848484848484848,3.8181818181818183,0.36363636363636365
BreastTissue.csv,0.2,4,GaussianNB,ENANE,0.29437229437229434,3.3636363636363638,0.36363636363636365
BreastTissue.csv,0.2,5,GaussianNB,ENANE,0.5458874458874459,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.2,6,GaussianNB,ENANE,0.5333333333333333,1.0,0.6
BreastTissue.csv,0.2,7,GaussianNB,ENANE,0.58,1.0,0.6
BreastTissue.csv,0.2,8,GaussianNB,ENANE,0.2833333333333333,2.7,0.4
BreastTissue.csv,0.2,9,GaussianNB,ENANE,0.49333333333333335,1.0,0.6
Modeling.csv,0.2,0,KNeighborsClassifier,ENN,0.6613818308388445,0.8846153846153846,0.6923076923076923
