dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
BreastTissue.csv,0.15,0,KNeighborsClassifier,ENN,0.787878787878788,0.45454545454545453,0.8181818181818182
BreastTissue.csv,0.15,1,KNeighborsClassifier,ENN,0.22424242424242424,3.4545454545454546,0.2727272727272727
BreastTissue.csv,0.15,2,KNeighborsClassifier,ENN,0.3212121212121212,2.4545454545454546,0.45454545454545453
BreastTissue.csv,0.15,3,KNeighborsClassifier,ENN,0.20202020202020202,5.181818181818182,0.36363636363636365
BreastTissue.csv,0.15,4,KNeighborsClassifier,ENN,0.3852813852813852,4.090909090909091,0.45454545454545453
BreastTissue.csv,0.15,5,KNeighborsClassifier,ENN,0.44588744588744583,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.15,6,KNeighborsClassifier,ENN,0.37333333333333335,3.2,0.4
BreastTissue.csv,0.15,7,KNeighborsClassifier,ENN,0.5142857142857142,1.0,0.6
BreastTissue.csv,0.15,8,KNeighborsClassifier,ENN,0.3833333333333333,2.2,0.5
BreastTissue.csv,0.15,9,KNeighborsClassifier,ENN,0.39333333333333337,2.3,0.5
BreastTissue.csv,0.15,0,KNeighborsClassifier,LSSm,0.5151515151515151,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.15,1,KNeighborsClassifier,LSSm,0.41818181818181815,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.15,2,KNeighborsClassifier,LSSm,0.23636363636363636,5.636363636363637,0.36363636363636365
BreastTissue.csv,0.15,3,KNeighborsClassifier,LSSm,0.2943722943722944,2.0,0.36363636363636365
BreastTissue.csv,0.15,4,KNeighborsClassifier,LSSm,0.787878787878788,0.7272727272727273,0.8181818181818182
BreastTissue.csv,0.15,5,KNeighborsClassifier,LSSm,0.27878787878787875,2.0,0.36363636363636365
BreastTissue.csv,0.15,6,KNeighborsClassifier,LSSm,0.2333333333333333,3.1,0.3
BreastTissue.csv,0.15,7,KNeighborsClassifier,LSSm,0.36,1.5,0.4
BreastTissue.csv,0.15,8,KNeighborsClassifier,LSSm,0.42666666666666664,3.4,0.5
BreastTissue.csv,0.15,9,KNeighborsClassifier,LSSm,0.27999999999999997,2.5,0.4
BreastTissue.csv,0.15,0,KNeighborsClassifier,ENANE,0.40043290043290036,2.6363636363636362,0.5454545454545454
BreastTissue.csv,0.15,1,KNeighborsClassifier,ENANE,0.5887445887445888,1.3636363636363635,0.6363636363636364
BreastTissue.csv,0.15,2,KNeighborsClassifier,ENANE,0.2,3.4545454545454546,0.2727272727272727
