dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
BreastTissue.csv,0.25,0,KNeighborsClassifier,ENN,0.38484848484848483,1.6363636363636365,0.45454545454545453
BreastTissue.csv,0.25,1,KNeighborsClassifier,ENN,0.606060606060606,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.25,2,KNeighborsClassifier,ENN,0.18181818181818182,5.818181818181818,0.2727272727272727
BreastTissue.csv,0.25,3,KNeighborsClassifier,ENN,0.4917748917748917,2.0,0.5454545454545454
BreastTissue.csv,0.25,4,KNeighborsClassifier,ENN,0.7454545454545454,0.9090909090909091,0.8181818181818182
BreastTissue.csv,0.25,5,KNeighborsClassifier,ENN,0.44588744588744583,2.0,0.5454545454545454
BreastTissue.csv,0.25,6,KNeighborsClassifier,ENN,0.4733333333333333,1.9,0.5
BreastTissue.csv,0.25,7,KNeighborsClassifier,ENN,0.5933333333333333,1.3,0.6
BreastTissue.csv,0.25,8,KNeighborsClassifier,ENN,0.6333333333333333,2.9,0.7
BreastTissue.csv,0.25,9,KNeighborsClassifier,ENN,0.43,3.9,0.5
BreastTissue.csv,0.25,0,KNeighborsClassifier,LSSm,0.7515151515151515,1.1818181818181819,0.8181818181818182
BreastTissue.csv,0.25,1,KNeighborsClassifier,LSSm,0.5523809523809524,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.25,2,KNeighborsClassifier,LSSm,0.34747474747474744,4.545454545454546,0.45454545454545453
BreastTissue.csv,0.25,3,KNeighborsClassifier,LSSm,0.5939393939393939,2.0,0.6363636363636364
BreastTissue.csv,0.25,4,KNeighborsClassifier,LSSm,0.4606060606060607,2.0,0.5454545454545454
BreastTissue.csv,0.25,5,KNeighborsClassifier,LSSm,0.5974025974025973,1.6363636363636365,0.6363636363636364
BreastTissue.csv,0.25,6,KNeighborsClassifier,LSSm,0.3466666666666667,2.4,0.4
BreastTissue.csv,0.25,7,KNeighborsClassifier,LSSm,0.4333333333333333,3.1,0.5
BreastTissue.csv,0.25,8,KNeighborsClassifier,LSSm,0.8,1.0,0.8
BreastTissue.csv,0.25,9,KNeighborsClassifier,LSSm,0.5,2.2,0.6
BreastTissue.csv,0.25,0,KNeighborsClassifier,ENANE,0.7489177489177489,1.8181818181818181,0.8181818181818182
BreastTissue.csv,0.25,1,KNeighborsClassifier,ENANE,0.5393939393939394,3.090909090909091,0.5454545454545454
BreastTissue.csv,0.25,2,KNeighborsClassifier,ENANE,0.30909090909090914,3.727272727272727,0.36363636363636365
