dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
BreastTissue.csv,0.3,0,KNeighborsClassifier,ENN,0.561038961038961,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,1,KNeighborsClassifier,ENN,0.5212121212121212,1.0,0.5454545454545454
BreastTissue.csv,0.3,2,KNeighborsClassifier,ENN,0.36969696969696975,4.909090909090909,0.45454545454545453
BreastTissue.csv,0.3,3,KNeighborsClassifier,ENN,0.4848484848484848,1.9090909090909092,0.45454545454545453
BreastTissue.csv,0.3,4,KNeighborsClassifier,ENN,0.6545454545454544,1.2727272727272727,0.7272727272727273
BreastTissue.csv,0.3,5,KNeighborsClassifier,ENN,0.561038961038961,1.9090909090909092,0.6363636363636364
BreastTissue.csv,0.3,6,KNeighborsClassifier,ENN,0.4666666666666667,3.0,0.4
BreastTissue.csv,0.3,7,KNeighborsClassifier,ENN,0.45999999999999996,1.4,0.5
BreastTissue.csv,0.3,8,KNeighborsClassifier,ENN,0.8,0.5,0.8
BreastTissue.csv,0.3,9,KNeighborsClassifier,ENN,0.8,2.0,0.8
BreastTissue.csv,0.3,0,KNeighborsClassifier,LSSm,0.3939393939393939,1.8181818181818181,0.45454545454545453
BreastTissue.csv,0.3,1,KNeighborsClassifier,LSSm,0.5333333333333333,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,2,KNeighborsClassifier,LSSm,0.29696969696969694,3.8181818181818183,0.36363636363636365
BreastTissue.csv,0.3,3,KNeighborsClassifier,LSSm,0.612987012987013,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.3,4,KNeighborsClassifier,LSSm,0.4761904761904762,0.7272727272727273,0.5454545454545454
BreastTissue.csv,0.3,5,KNeighborsClassifier,LSSm,0.8242424242424242,0.7272727272727273,0.8181818181818182
BreastTissue.csv,0.3,6,KNeighborsClassifier,LSSm,0.44333333333333336,2.3,0.5
BreastTissue.csv,0.3,7,KNeighborsClassifier,LSSm,0.6833333333333333,0.9,0.7
BreastTissue.csv,0.3,8,KNeighborsClassifier,LSSm,0.4533333333333333,2.9,0.5
BreastTissue.csv,0.3,9,KNeighborsClassifier,LSSm,0.7833333333333333,0.5,0.8
BreastTissue.csv,0.3,0,KNeighborsClassifier,ENANE,0.5848484848484848,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.3,1,KNeighborsClassifier,ENANE,0.5333333333333333,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,2,KNeighborsClassifier,ENANE,0.4575757575757576,2.8181818181818183,0.5454545454545454
BreastTissue.csv,0.3,3,KNeighborsClassifier,ENANE,0.3333333333333333,1.9090909090909092,0.45454545454545453
BreastTissue.csv,0.3,4,KNeighborsClassifier,ENANE,0.6822510822510822,0.8181818181818182,0.7272727272727273
BreastTissue.csv,0.3,5,KNeighborsClassifier,ENANE,0.49090909090909096,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.3,6,KNeighborsClassifier,ENANE,0.37333333333333335,2.0,0.4
BreastTissue.csv,0.3,7,KNeighborsClassifier,ENANE,0.65,1.4,0.7
BreastTissue.csv,0.3,8,KNeighborsClassifier,ENANE,0.4600000000000001,1.6,0.5
BreastTissue.csv,0.3,9,KNeighborsClassifier,ENANE,0.7933333333333333,1.7,0.8
BreastTissue.csv,0.3,0,DecisionTreeClassifier,ENN,0.5974025974025974,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,1,DecisionTreeClassifier,ENN,0.606060606060606,0.9090909090909091,0.6363636363636364
BreastTissue.csv,0.3,2,DecisionTreeClassifier,ENN,0.4090909090909091,4.636363636363637,0.45454545454545453
BreastTissue.csv,0.3,3,DecisionTreeClassifier,ENN,0.6484848484848484,2.727272727272727,0.6363636363636364
BreastTissue.csv,0.3,4,DecisionTreeClassifier,ENN,0.2,2.909090909090909,0.2727272727272727
BreastTissue.csv,0.3,5,DecisionTreeClassifier,ENN,0.6363636363636364,1.0909090909090908,0.6363636363636364
BreastTissue.csv,0.3,6,DecisionTreeClassifier,ENN,0.3333333333333333,1.3,0.3
BreastTissue.csv,0.3,7,DecisionTreeClassifier,ENN,0.6599999999999999,0.6,0.7
BreastTissue.csv,0.3,8,DecisionTreeClassifier,ENN,0.86,0.4,0.9
BreastTissue.csv,0.3,9,DecisionTreeClassifier,ENN,0.75,0.2,0.8
BreastTissue.csv,0.3,0,DecisionTreeClassifier,LSSm,0.4,1.9090909090909092,0.45454545454545453
BreastTissue.csv,0.3,1,DecisionTreeClassifier,LSSm,0.33333333333333326,1.7272727272727273,0.2727272727272727
BreastTissue.csv,0.3,2,DecisionTreeClassifier,LSSm,0.32727272727272727,4.909090909090909,0.36363636363636365
BreastTissue.csv,0.3,3,DecisionTreeClassifier,LSSm,0.49783549783549785,2.8181818181818183,0.5454545454545454
BreastTissue.csv,0.3,4,DecisionTreeClassifier,LSSm,0.37878787878787873,2.3636363636363638,0.36363636363636365
BreastTissue.csv,0.3,5,DecisionTreeClassifier,LSSm,0.7424242424242423,1.9090909090909092,0.7272727272727273
BreastTissue.csv,0.3,6,DecisionTreeClassifier,LSSm,0.5333333333333333,2.2,0.5
BreastTissue.csv,0.3,7,DecisionTreeClassifier,LSSm,0.5666666666666667,2.2,0.6
BreastTissue.csv,0.3,8,DecisionTreeClassifier,LSSm,0.22380952380952382,2.8,0.3
BreastTissue.csv,0.3,9,DecisionTreeClassifier,LSSm,0.7933333333333332,0.5,0.8
BreastTissue.csv,0.3,0,DecisionTreeClassifier,ENANE,0.787878787878788,0.45454545454545453,0.8181818181818182
BreastTissue.csv,0.3,1,DecisionTreeClassifier,ENANE,0.47878787878787876,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.3,2,DecisionTreeClassifier,ENANE,0.4666666666666666,3.5454545454545454,0.45454545454545453
BreastTissue.csv,0.3,3,DecisionTreeClassifier,ENANE,0.6363636363636364,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,4,DecisionTreeClassifier,ENANE,0.5909090909090909,0.6363636363636364,0.6363636363636364
BreastTissue.csv,0.3,5,DecisionTreeClassifier,ENANE,0.303030303030303,3.6363636363636362,0.2727272727272727
BreastTissue.csv,0.3,6,DecisionTreeClassifier,ENANE,0.5466666666666666,0.8,0.5
BreastTissue.csv,0.3,7,DecisionTreeClassifier,ENANE,0.55,0.7,0.6
BreastTissue.csv,0.3,8,DecisionTreeClassifier,ENANE,0.39999999999999997,3.1,0.5
BreastTissue.csv,0.3,9,DecisionTreeClassifier,ENANE,0.58,1.5,0.6
BreastTissue.csv,0.3,0,GaussianNB,ENN,0.7212121212121212,3.272727272727273,0.7272727272727273
BreastTissue.csv,0.3,1,GaussianNB,ENN,0.6121212121212122,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.3,2,GaussianNB,ENN,0.6909090909090909,3.0,0.7272727272727273
BreastTissue.csv,0.3,3,GaussianNB,ENN,0.4121212121212121,1.3636363636363635,0.45454545454545453
BreastTissue.csv,0.3,4,GaussianNB,ENN,0.48831168831168825,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.3,5,GaussianNB,ENN,0.6303030303030304,1.1818181818181819,0.6363636363636364
BreastTissue.csv,0.3,6,GaussianNB,ENN,0.28761904761904766,0.9,0.4
BreastTissue.csv,0.3,7,GaussianNB,ENN,0.49333333333333335,1.0,0.6
BreastTissue.csv,0.3,8,GaussianNB,ENN,0.47333333333333333,2.9,0.5
BreastTissue.csv,0.3,9,GaussianNB,ENN,0.5333333333333333,1.0,0.6
BreastTissue.csv,0.3,0,GaussianNB,LSSm,0.6909090909090909,1.9090909090909092,0.7272727272727273
BreastTissue.csv,0.3,1,GaussianNB,LSSm,0.36363636363636365,1.6363636363636365,0.45454545454545453
BreastTissue.csv,0.3,2,GaussianNB,LSSm,0.19090909090909092,4.2727272727272725,0.2727272727272727
BreastTissue.csv,0.3,3,GaussianNB,LSSm,0.6545454545454544,1.2727272727272727,0.7272727272727273
BreastTissue.csv,0.3,4,GaussianNB,LSSm,0.49696969696969706,1.0,0.5454545454545454
BreastTissue.csv,0.3,5,GaussianNB,LSSm,0.7272727272727273,1.9090909090909092,0.7272727272727273
BreastTissue.csv,0.3,6,GaussianNB,LSSm,0.5333333333333333,1.3,0.6
BreastTissue.csv,0.3,7,GaussianNB,LSSm,0.6266666666666667,0.9,0.7
BreastTissue.csv,0.3,8,GaussianNB,LSSm,0.6666666666666666,1.8,0.7
BreastTissue.csv,0.3,9,GaussianNB,LSSm,0.7266666666666668,0.5,0.8
BreastTissue.csv,0.3,0,GaussianNB,ENANE,0.696969696969697,3.0,0.7272727272727273
BreastTissue.csv,0.3,1,GaussianNB,ENANE,0.37575757575757573,4.909090909090909,0.36363636363636365
BreastTissue.csv,0.3,2,GaussianNB,ENANE,0.3575757575757576,3.5454545454545454,0.36363636363636365
BreastTissue.csv,0.3,3,GaussianNB,ENANE,0.45454545454545453,3.1818181818181817,0.45454545454545453
BreastTissue.csv,0.3,4,GaussianNB,ENANE,0.5212121212121213,1.2727272727272727,0.5454545454545454
BreastTissue.csv,0.3,5,GaussianNB,ENANE,0.5458874458874459,2.272727272727273,0.6363636363636364
BreastTissue.csv,0.3,6,GaussianNB,ENANE,0.5599999999999999,0.7,0.6
BreastTissue.csv,0.3,7,GaussianNB,ENANE,0.4,1.7,0.5
BreastTissue.csv,0.3,8,GaussianNB,ENANE,0.5,4.1,0.5
BreastTissue.csv,0.3,9,GaussianNB,ENANE,0.8933333333333333,0.1,0.9
Modeling.csv,0.3,0,KNeighborsClassifier,ENN,0.7319838056680161,0.9230769230769231,0.7307692307692307
Modeling.csv,0.3,1,KNeighborsClassifier,ENN,0.6528905876731964,1.1153846153846154,0.6538461538461539
Modeling.csv,0.3,2,KNeighborsClassifier,ENN,0.8060016906170753,0.8461538461538461,0.8076923076923077
Modeling.csv,0.3,3,KNeighborsClassifier,ENN,0.7490196078431371,0.9230769230769231,0.7307692307692307
Modeling.csv,0.3,4,KNeighborsClassifier,ENN,0.6884830855419091,1.0769230769230769,0.6923076923076923
Modeling.csv,0.3,5,KNeighborsClassifier,ENN,0.6076923076923078,1.2307692307692308,0.6153846153846154
Modeling.csv,0.3,6,KNeighborsClassifier,ENN,0.6728883861236802,1.7307692307692308,0.6538461538461539
Modeling.csv,0.3,7,KNeighborsClassifier,ENN,0.7676555023923445,0.44,0.8
Modeling.csv,0.3,8,KNeighborsClassifier,ENN,0.6214736842105263,0.84,0.64
Modeling.csv,0.3,9,KNeighborsClassifier,ENN,0.8685714285714287,0.48,0.88
Modeling.csv,0.3,0,KNeighborsClassifier,LSSm,0.737540400775695,1.0384615384615385,0.7307692307692307
Modeling.csv,0.3,1,KNeighborsClassifier,LSSm,0.839473378887525,0.6923076923076923,0.8461538461538461
Modeling.csv,0.3,2,KNeighborsClassifier,LSSm,0.8351648351648351,0.8076923076923077,0.8461538461538461
Modeling.csv,0.3,3,KNeighborsClassifier,LSSm,0.778419770274974,1.0,0.7692307692307693
