datasets,DecisionTreeClassifier:ENANE,DecisionTreeClassifier:ENN,DecisionTreeClassifier:LSSm,DecisionTreeClassifier:base
BreastTissue.csv,0.5836363636363636,0.5,0.5954545454545455,0.5836363636363636
Modeling.csv,0.7043076923076923,0.7703076923076922,0.7476923076923077,0.7476923076923077
SPECTF.csv,0.65,0.7,0.6375,0.675
ThoraricSurgery.csv,0.7723404255319148,0.7617021276595745,0.7659574468085106,0.7808510638297872
blood-transfusion.csv,0.7100540540540541,0.7071891891891892,0.7126666666666667,0.7204864864864865
dermatology.csv,0.0054054054054054005,0.0081081081081081,0.01096096096096095,0.010885885885885871
ecoli.csv,0.1267379679144385,0.26720142602495545,0.05356506238859178,0.07388591800356506
glass.csv,0.14999999999999997,0.10822510822510818,0.12229437229437226,0.12207792207792204
imageSegmentation.csv,0.8047619047619048,0.8571428571428571,0.8523809523809524,0.8333333333333334
indian-liver.csv,0.18722969023962593,0.18877849210987724,0.18328462887200464,0.1835476329631794
ionosphere.csv,0.8631746031746032,0.8288095238095238,0.8492857142857144,0.8435714285714286
letter-recognition.csv,0.41375,0.41550000000000004,0.41674999999999995,0.41485000000000005
liver.csv,0.2490756302521008,0.19084033613445375,0.17999999999999997,0.16537815126050417
pendigits.csv,0.9069933244325767,0.9107298620382732,0.9036564307966177,0.9092598130841122
satimage.csv,0.03374805598755829,0.03157076205287711,0.036236391912908214,0.03157076205287711
sonar.csv,0.6535714285714286,0.6919047619047619,0.6480952380952381,0.6530952380952381
wholesaleCustomers.csv,0.06590909090909088,0.0795454545454545,0.07727272727272723,0.0863636363636363
wifi-localization.csv,0.0405,0.041999999999999996,0.045,0.0455
