datasets,GaussianNB:ENANE,GaussianNB:ENN,GaussianNB:LSSm,GaussianNB:base
BreastTissue.csv,0.44727272727272727,0.51,0.46090909090909093,0.4581818181818182
Modeling.csv,0.6229230769230769,0.4749230769230769,0.5406153846153846,0.5884615384615385
SPECTF.csv,0.7,0.6375,0.775,0.775
ThoraricSurgery.csv,0.3638297872340425,0.19999999999999998,0.2212765957446808,0.35531914893617017
blood-transfusion.csv,0.717945945945946,0.7406846846846846,0.7125225225225226,0.733945945945946
dermatology.csv,0.0054054054054054005,0.00818318318318317,0.0054054054054054005,0.0027027027027027003
ecoli.csv,0.02388591800356505,0.20793226381461677,0.17745098039215684,0.12504456327985738
glass.csv,0.08398268398268396,0.15389610389610386,0.16753246753246748,0.2058441558441558
imageSegmentation.csv,0.6190476190476191,0.5952380952380952,0.5952380952380952,0.5809523809523809
indian-liver.csv,0.4869959088252484,0.47156633547632965,0.47150789012273525,0.4834891876095851
ionosphere.csv,0.7153174603174604,0.7123015873015873,0.7038888888888889,0.7181746031746032
letter-recognition.csv,0.2358,0.2378,0.23970000000000002,0.23395000000000002
liver.csv,0.23428571428571426,0.15974789915966384,0.12134453781512602,0.1793277310924369
pendigits.csv,0.7740834890965732,0.7604779706275033,0.780890787716956,0.7675510458388963
satimage.csv,0.032814930015552066,0.0326594090202177,0.032970451010886435,0.0342146189735614
sonar.csv,0.5816666666666667,0.6247619047619047,0.6199999999999999,0.6009523809523809
wholesaleCustomers.csv,0.0636363636363636,0.06363636363636359,0.05681818181818178,0.06136363636363633
wifi-localization.csv,0.0315,0.03,0.033,0.0305
