datasets,GaussianNB:ENANE,GaussianNB:ENN,GaussianNB:LSSm,GaussianNB:base
BreastTissue.csv,0.22545454545454544,0.19727272727272727,0.1709090909090909,0.24636363636363634
Modeling.csv,0.4478461538461539,0.4035384615384615,0.46415384615384614,0.5293846153846153
SPECTF.csv,0.5,0.5,0.4875,0.5125
ThoraricSurgery.csv,0.5765957446808511,0.5085106382978724,0.6127659574468085,0.5255319148936171
blood-transfusion.csv,0.7044144144144144,0.7005225225225226,0.7325405405405405,0.6951711711711711
dermatology.csv,0.02980480480480478,0.035660660660660634,0.02762762762762761,0.02477477477477475
ecoli.csv,0.12433155080213902,0.008912655971479489,0.02388591800356504,0.05044563279857396
glass.csv,0.13030303030303028,0.14090909090909087,0.1409090909090909,0.18636363636363634
imageSegmentation.csv,0.1904761904761904,0.19999999999999996,0.1904761904761904,0.219047619047619
indian-liver.csv,0.39593804792518994,0.3601110461718293,0.4374926943308006,0.3664815897136178
ionosphere.csv,0.7124603174603175,0.704047619047619,0.6923015873015873,0.6954761904761905
letter-recognition.csv,0.2049,0.20350000000000001,0.20139999999999997,0.21070000000000003
liver.csv,0.18504201680672266,0.2173109243697479,0.2399159663865546,0.2580672268907563
pendigits.csv,0.7481965287049399,0.7321846016911437,0.7499400089007565,0.7188348909657322
satimage.csv,0.03483670295489888,0.03374805598755829,0.03250388802488333,0.03483670295489888
sonar.csv,0.5914285714285714,0.5769047619047619,0.5521428571428572,0.5764285714285714
wholesaleCustomers.csv,0.14090909090909087,0.16136363636363632,0.10909090909090906,0.2045454545454545
wifi-localization.csv,0.037,0.037,0.0335,0.033
