classifier_name,dataset_name,accuracy score
KNeighborsClassifier:base,BreastTissue.csv,0.48818181818181816
KNeighborsClassifier:base,Modeling.csv,0.4890909090909091
KNeighborsClassifier:base,SPECTF.csv,0.47818181818181815
KNeighborsClassifier:base,ThoraricSurgery.csv,0.4890909090909091
KNeighborsClassifier:base,blood-transfusion.csv,0.7509230769230769
KNeighborsClassifier:base,dermatology.csv,0.7278461538461538
KNeighborsClassifier:base,ecoli.csv,0.7236923076923076
KNeighborsClassifier:base,glass.csv,0.7543076923076923
KNeighborsClassifier:base,imageSegmentation.csv,0.625
KNeighborsClassifier:base,indian-liver.csv,0.625
KNeighborsClassifier:base,ionosphere.csv,0.5625
KNeighborsClassifier:base,letter-recognition.csv,0.6125
KNeighborsClassifier:base,liver.csv,0.8212765957446809
KNeighborsClassifier:base,pendigits.csv,0.8212765957446809
KNeighborsClassifier:base,satimage.csv,0.8319148936170212
KNeighborsClassifier:base,sonar.csv,0.8319148936170212
KNeighborsClassifier:base,wholesaleCustomers.csv,0.741981981981982
KNeighborsClassifier:base,wifi-localization.csv,0.7205765765765766
KNeighborsClassifier:ENANE,BreastTissue.csv,0.7606306306306306
KNeighborsClassifier:ENANE,Modeling.csv,0.7473513513513513
KNeighborsClassifier:ENANE,SPECTF.csv,0.00818318318318317
KNeighborsClassifier:ENANE,ThoraricSurgery.csv,0.0027027027027027003
KNeighborsClassifier:ENANE,blood-transfusion.csv,0.0
KNeighborsClassifier:ENANE,dermatology.csv,0.0027027027027027003
KNeighborsClassifier:ENANE,ecoli.csv,0.16336898395721927
KNeighborsClassifier:ENANE,glass.csv,0.2650623885918003
KNeighborsClassifier:ENANE,imageSegmentation.csv,0.17967914438502672
KNeighborsClassifier:ENANE,indian-liver.csv,0.23083778966131904
KNeighborsClassifier:ENANE,ionosphere.csv,0.09761904761904758
KNeighborsClassifier:ENANE,letter-recognition.csv,0.07510822510822507
KNeighborsClassifier:ENANE,liver.csv,0.14458874458874454
KNeighborsClassifier:ENANE,pendigits.csv,0.11666666666666663
KNeighborsClassifier:ENANE,satimage.csv,0.7380952380952381
KNeighborsClassifier:ENANE,sonar.csv,0.7238095238095238
KNeighborsClassifier:ENANE,wholesaleCustomers.csv,0.7571428571428571
KNeighborsClassifier:ENANE,wifi-localization.csv,0.8
KNeighborsClassifier:LSSm,BreastTissue.csv,0.16817650496785502
KNeighborsClassifier:LSSm,Modeling.csv,0.16277030976037404
KNeighborsClassifier:LSSm,SPECTF.csv,0.16130917592051428
KNeighborsClassifier:LSSm,ThoraricSurgery.csv,0.1803039158386908
KNeighborsClassifier:LSSm,blood-transfusion.csv,0.8261904761904763
KNeighborsClassifier:LSSm,dermatology.csv,0.7861111111111111
KNeighborsClassifier:LSSm,ecoli.csv,0.8061111111111112
KNeighborsClassifier:LSSm,glass.csv,0.8262698412698413
KNeighborsClassifier:LSSm,imageSegmentation.csv,0.37635
KNeighborsClassifier:LSSm,indian-liver.csv,0.3754
KNeighborsClassifier:LSSm,ionosphere.csv,0.37705
KNeighborsClassifier:LSSm,letter-recognition.csv,0.3713
KNeighborsClassifier:LSSm,liver.csv,0.21453781512605036
KNeighborsClassifier:LSSm,pendigits.csv,0.18537815126050416
KNeighborsClassifier:LSSm,satimage.csv,0.2140336134453781
KNeighborsClassifier:LSSm,sonar.csv,0.22865546218487393
KNeighborsClassifier:LSSm,wholesaleCustomers.csv,0.9607668891855807
KNeighborsClassifier:LSSm,wifi-localization.csv,0.9566333778371161
KNeighborsClassifier:ENN,BreastTissue.csv,0.9588986203827325
KNeighborsClassifier:ENN,Modeling.csv,0.9566312416555407
KNeighborsClassifier:ENN,SPECTF.csv,0.02083981337480558
KNeighborsClassifier:ENN,ThoraricSurgery.csv,0.02426127527216172
KNeighborsClassifier:ENN,blood-transfusion.csv,0.024105754276827353
KNeighborsClassifier:ENN,dermatology.csv,0.02534992223950231
KNeighborsClassifier:ENN,ecoli.csv,0.65
KNeighborsClassifier:ENN,glass.csv,0.645
KNeighborsClassifier:ENN,imageSegmentation.csv,0.6011904761904762
KNeighborsClassifier:ENN,indian-liver.csv,0.6347619047619047
KNeighborsClassifier:ENN,ionosphere.csv,0.03863636363636361
KNeighborsClassifier:ENN,letter-recognition.csv,0.052272727272727235
KNeighborsClassifier:ENN,liver.csv,0.0477272727272727
KNeighborsClassifier:ENN,pendigits.csv,0.0727272727272727
KNeighborsClassifier:ENN,satimage.csv,0.029500000000000005
KNeighborsClassifier:ENN,sonar.csv,0.031
KNeighborsClassifier:ENN,wholesaleCustomers.csv,0.027500000000000004
KNeighborsClassifier:ENN,wifi-localization.csv,0.0305
