classifier_name,dataset_name,accuracy score
GaussianNB:base,BreastTissue.csv,0.37727272727272726
GaussianNB:base,Modeling.csv,0.4163636363636363
GaussianNB:base,SPECTF.csv,0.43090909090909085
GaussianNB:base,ThoraricSurgery.csv,0.45999999999999996
GaussianNB:base,blood-transfusion.csv,0.5655384615384615
GaussianNB:base,dermatology.csv,0.5763076923076923
GaussianNB:base,ecoli.csv,0.578923076923077
GaussianNB:base,glass.csv,0.5212307692307692
GaussianNB:base,imageSegmentation.csv,0.7
GaussianNB:base,indian-liver.csv,0.6625
GaussianNB:base,ionosphere.csv,0.65
GaussianNB:base,letter-recognition.csv,0.7
GaussianNB:base,liver.csv,0.4
GaussianNB:base,pendigits.csv,0.4829787234042553
GaussianNB:base,satimage.csv,0.2702127659574468
GaussianNB:base,sonar.csv,0.31702127659574464
GaussianNB:base,wholesaleCustomers.csv,0.7124864864864865
GaussianNB:base,wifi-localization.csv,0.7284864864864865
GaussianNB:ENANE,BreastTissue.csv,0.7059279279279279
GaussianNB:ENANE,Modeling.csv,0.7406846846846846
GaussianNB:ENANE,SPECTF.csv,0.016291291291291272
GaussianNB:ENANE,ThoraricSurgery.csv,0.01358858858858857
GaussianNB:ENANE,blood-transfusion.csv,0.0054054054054054005
GaussianNB:ENANE,dermatology.csv,0.029954954954954937
GaussianNB:ENANE,ecoli.csv,0.17201426024955435
GaussianNB:ENANE,glass.csv,0.09188948306595364
GaussianNB:ENANE,imageSegmentation.csv,0.04162210338680925
GaussianNB:ENANE,indian-liver.csv,0.21951871657754013
GaussianNB:ENANE,ionosphere.csv,0.24220779220779215
GaussianNB:ENANE,letter-recognition.csv,0.15389610389610384
GaussianNB:ENANE,liver.csv,0.17229437229437225
GaussianNB:ENANE,pendigits.csv,0.14069264069264067
GaussianNB:ENANE,satimage.csv,0.5238095238095238
GaussianNB:ENANE,sonar.csv,0.5761904761904761
GaussianNB:ENANE,wholesaleCustomers.csv,0.5238095238095237
GaussianNB:ENANE,wifi-localization.csv,0.5666666666666667
GaussianNB:LSSm,BreastTissue.csv,0.47492694330800705
GaussianNB:LSSm,Modeling.csv,0.4646697837521917
GaussianNB:LSSm,SPECTF.csv,0.4800993571011104
GaussianNB:LSSm,ThoraricSurgery.csv,0.4612507305669199
GaussianNB:LSSm,blood-transfusion.csv,0.720952380952381
GaussianNB:LSSm,dermatology.csv,0.7181746031746032
GaussianNB:LSSm,ecoli.csv,0.7351587301587301
GaussianNB:LSSm,glass.csv,0.7065873015873015
GaussianNB:LSSm,imageSegmentation.csv,0.2206
GaussianNB:LSSm,indian-liver.csv,0.23675000000000002
GaussianNB:LSSm,ionosphere.csv,0.22465000000000002
GaussianNB:LSSm,letter-recognition.csv,0.2084
GaussianNB:LSSm,liver.csv,0.13310924369747895
GaussianNB:LSSm,pendigits.csv,0.1587394957983193
GaussianNB:LSSm,satimage.csv,0.20226890756302515
GaussianNB:LSSm,sonar.csv,0.17428571428571424
GaussianNB:LSSm,wholesaleCustomers.csv,0.7704811748998666
GaussianNB:LSSm,wifi-localization.csv,0.7704792167334223
GaussianNB:ENN,BreastTissue.csv,0.7554129060970183
GaussianNB:ENN,Modeling.csv,0.7598057854917668
GaussianNB:ENN,SPECTF.csv,0.0326594090202177
GaussianNB:ENN,ThoraricSurgery.csv,0.03328149300155518
GaussianNB:ENN,blood-transfusion.csv,0.03390357698289266
GaussianNB:ENN,dermatology.csv,0.03343701399688955
GaussianNB:ENN,ecoli.csv,0.6195238095238095
GaussianNB:ENN,glass.csv,0.6402380952380953
GaussianNB:ENN,imageSegmentation.csv,0.5914285714285714
GaussianNB:ENN,indian-liver.csv,0.6109523809523809
GaussianNB:ENN,ionosphere.csv,0.09999999999999996
GaussianNB:ENN,letter-recognition.csv,0.05909090909090904
GaussianNB:ENN,liver.csv,0.07499999999999994
GaussianNB:ENN,pendigits.csv,0.07045454545454541
GaussianNB:ENN,satimage.csv,0.032
GaussianNB:ENN,sonar.csv,0.0305
GaussianNB:ENN,wholesaleCustomers.csv,0.035
GaussianNB:ENN,wifi-localization.csv,0.032
