classifier_name,dataset_name,accuracy score
DecisionTreeClassifier:base,BreastTissue.csv,0.44363636363636366
DecisionTreeClassifier:base,Modeling.csv,0.5545454545454545
DecisionTreeClassifier:base,SPECTF.csv,0.5354545454545454
DecisionTreeClassifier:base,ThoraricSurgery.csv,0.4818181818181818
DecisionTreeClassifier:base,blood-transfusion.csv,0.6393846153846153
DecisionTreeClassifier:base,dermatology.csv,0.6613846153846155
DecisionTreeClassifier:base,ecoli.csv,0.6498461538461539
DecisionTreeClassifier:base,glass.csv,0.6187692307692307
DecisionTreeClassifier:base,imageSegmentation.csv,0.6
DecisionTreeClassifier:base,indian-liver.csv,0.525
DecisionTreeClassifier:base,ionosphere.csv,0.525
DecisionTreeClassifier:base,letter-recognition.csv,0.5875
DecisionTreeClassifier:base,liver.csv,0.7617021276595745
DecisionTreeClassifier:base,pendigits.csv,0.7680851063829788
DecisionTreeClassifier:base,satimage.csv,0.7702127659574468
DecisionTreeClassifier:base,sonar.csv,0.7638297872340425
DecisionTreeClassifier:base,wholesaleCustomers.csv,0.6965765765765766
DecisionTreeClassifier:base,wifi-localization.csv,0.7284684684684685
DecisionTreeClassifier:ENANE,BreastTissue.csv,0.7406306306306306
DecisionTreeClassifier:ENANE,Modeling.csv,0.6912252252252252
DecisionTreeClassifier:ENANE,SPECTF.csv,0.01358858858858857
DecisionTreeClassifier:ENANE,ThoraricSurgery.csv,0.00818318318318317
DecisionTreeClassifier:ENANE,blood-transfusion.csv,0.01906906906906904
DecisionTreeClassifier:ENANE,dermatology.csv,0.0054054054054054005
DecisionTreeClassifier:ENANE,ecoli.csv,0.11684491978609626
DecisionTreeClassifier:ENANE,glass.csv,0.04135472370766487
DecisionTreeClassifier:ENANE,imageSegmentation.csv,0.12727272727272726
DecisionTreeClassifier:ENANE,indian-liver.csv,0.06568627450980388
DecisionTreeClassifier:ENANE,ionosphere.csv,0.12619047619047613
DecisionTreeClassifier:ENANE,letter-recognition.csv,0.08961038961038957
DecisionTreeClassifier:ENANE,liver.csv,0.0939393939393939
DecisionTreeClassifier:ENANE,pendigits.csv,0.14978354978354974
DecisionTreeClassifier:ENANE,satimage.csv,0.6714285714285715
DecisionTreeClassifier:ENANE,sonar.csv,0.7095238095238094
DecisionTreeClassifier:ENANE,wholesaleCustomers.csv,0.6285714285714286
DecisionTreeClassifier:ENANE,wifi-localization.csv,0.6476190476190476
DecisionTreeClassifier:LSSm,BreastTissue.csv,0.20420806545879602
DecisionTreeClassifier:LSSm,Modeling.csv,0.2040911747516072
DecisionTreeClassifier:LSSm,SPECTF.csv,0.2557276446522502
DecisionTreeClassifier:LSSm,ThoraricSurgery.csv,0.21943308007013437
DecisionTreeClassifier:LSSm,blood-transfusion.csv,0.7805555555555556
DecisionTreeClassifier:LSSm,dermatology.csv,0.7776984126984127
DecisionTreeClassifier:LSSm,ecoli.csv,0.7945238095238095
DecisionTreeClassifier:LSSm,glass.csv,0.7807142857142857
DecisionTreeClassifier:LSSm,imageSegmentation.csv,0.38005
DecisionTreeClassifier:LSSm,indian-liver.csv,0.3729
DecisionTreeClassifier:LSSm,ionosphere.csv,0.3765
DecisionTreeClassifier:LSSm,letter-recognition.csv,0.37324999999999997
DecisionTreeClassifier:LSSm,liver.csv,0.1829411764705882
DecisionTreeClassifier:LSSm,pendigits.csv,0.25184873949579833
DecisionTreeClassifier:LSSm,satimage.csv,0.2286554621848739
DecisionTreeClassifier:LSSm,sonar.csv,0.22563025210084028
DecisionTreeClassifier:LSSm,wholesaleCustomers.csv,0.8717662661326212
DecisionTreeClassifier:LSSm,wifi-localization.csv,0.8697653760569649
DecisionTreeClassifier:ENN,BreastTissue.csv,0.8799061860258123
DecisionTreeClassifier:ENN,Modeling.csv,0.8756332888295505
DecisionTreeClassifier:ENN,SPECTF.csv,0.03545878693623636
DecisionTreeClassifier:ENN,ThoraricSurgery.csv,0.032814930015552066
DecisionTreeClassifier:ENN,blood-transfusion.csv,0.03172628304821148
DecisionTreeClassifier:ENN,dermatology.csv,0.03468118195956451
DecisionTreeClassifier:ENN,ecoli.csv,0.6259523809523809
DecisionTreeClassifier:ENN,glass.csv,0.6676190476190476
DecisionTreeClassifier:ENN,imageSegmentation.csv,0.6452380952380953
DecisionTreeClassifier:ENN,indian-liver.csv,0.6490476190476191
DecisionTreeClassifier:ENN,ionosphere.csv,0.06136363636363633
DecisionTreeClassifier:ENN,letter-recognition.csv,0.09772727272727266
DecisionTreeClassifier:ENN,liver.csv,0.06818181818181814
DecisionTreeClassifier:ENN,pendigits.csv,0.08409090909090905
DecisionTreeClassifier:ENN,satimage.csv,0.057999999999999996
DecisionTreeClassifier:ENN,sonar.csv,0.0475
DecisionTreeClassifier:ENN,wholesaleCustomers.csv,0.042499999999999996
DecisionTreeClassifier:ENN,wifi-localization.csv,0.042499999999999996
